,,,,,region1,,region2
 ['华州区', 610000, '陕西省']和['大荔县', '陕西省']相邻, 华州区,610503000000, 大荔县,610523000000
 ['华州区', 610000, '陕西省']和['洛南县', '陕西省']相邻, 华州区,610503000000, 洛南县,611021000000
 ['华州区', 610000, '陕西省']和['华阴市', '陕西省']相邻, 华州区,610503000000, 华阴市,610582000000
 ['潼关县', 610000, '陕西省']和['华阴市', '陕西省']相邻, 潼关县,610522000000, 华阴市,610582000000
 ['潼关县', 610000, '陕西省']和['大荔县', '陕西省']相邻, 潼关县,610522000000, 大荔县,610523000000
 ['潼关县', 610000, '陕西省']和['洛南县', '陕西省']相邻, 潼关县,610522000000, 洛南县,611021000000
 ['大荔县', 610000, '陕西省']和['合阳县', '陕西省']相邻, 大荔县,610523000000, 合阳县,610524000000
 ['大荔县', 610000, '陕西省']和['华阴市', '陕西省']相邻, 大荔县,610523000000, 华阴市,610582000000
 ['大荔县', 610000, '陕西省']和['澄城县', '陕西省']相邻, 大荔县,610523000000, 澄城县,610525000000
 ['大荔县', 610000, '陕西省']和['蒲城县', '陕西省']相邻, 大荔县,610523000000, 蒲城县,610526000000
 ['合阳县', 610000, '陕西省']和['澄城县', '陕西省']相邻, 合阳县,610524000000, 澄城县,610525000000
 ['合阳县', 610000, '陕西省']和['黄龙县', '陕西省']相邻, 合阳县,610524000000, 黄龙县,610631000000
 ['合阳县', 610000, '陕西省']和['韩城市', '陕西省']相邻, 合阳县,610524000000, 韩城市,610581000000
 ['澄城县', 610000, '陕西省']和['蒲城县', '陕西省']相邻, 澄城县,610525000000, 蒲城县,610526000000
 ['澄城县', 610000, '陕西省']和['白水县', '陕西省']相邻, 澄城县,610525000000, 白水县,610527000000
 ['澄城县', 610000, '陕西省']和['黄龙县', '陕西省']相邻, 澄城县,610525000000, 黄龙县,610631000000
 ['蒲城县', 610000, '陕西省']和['富平县', '陕西省']相邻, 蒲城县,610526000000, 富平县,610528000000
 ['蒲城县', 610000, '陕西省']和['白水县', '陕西省']相邻, 蒲城县,610526000000, 白水县,610527000000
 ['白水县', 610000, '陕西省']和['洛川县', '陕西省']相邻, 白水县,610527000000, 洛川县,610629000000
 ['白水县', 610000, '陕西省']和['黄龙县', '陕西省']相邻, 白水县,610527000000, 黄龙县,610631000000
 ['韩城市', 610000, '陕西省']和['黄龙县', '陕西省']相邻, 韩城市,610581000000, 黄龙县,610631000000
 ['韩城市', 610000, '陕西省']和['宜川县', '陕西省']相邻, 韩城市,610581000000, 宜川县,610630000000
 ['华阴市', 610000, '陕西省']和['洛南县', '陕西省']相邻, 华阴市,610582000000, 洛南县,611021000000
 ['宝塔区', 610000, '陕西省']和['延长县', '陕西省']相邻, 宝塔区,610602000000, 延长县,610621000000
 ['宝塔区', 610000, '陕西省']和['子长市', '陕西省']相邻, 宝塔区,610602000000, 子长市,610681000000
 ['宝塔区', 610000, '陕西省']和['宜川县', '陕西省']相邻, 宝塔区,610602000000, 宜川县,610630000000
 ['宝塔区', 610000, '陕西省']和['甘泉县', '陕西省']相邻, 宝塔区,610602000000, 甘泉县,610627000000
 ['宝塔区', 610000, '陕西省']和['延川县', '陕西省']相邻, 宝塔区,610602000000, 延川县,610622000000
 ['宝塔区', 610000, '陕西省']和['富县', '陕西省']相邻, 宝塔区,610602000000, 富县,610628000000
 ['宝塔区', 610000, '陕西省']和['安塞区', '陕西省']相邻, 宝塔区,610602000000, 安塞区,610603000000
 ['安塞区', 610000, '陕西省']和['子长市', '陕西省']相邻, 安塞区,610603000000, 子长市,610681000000
 ['安塞区', 610000, '陕西省']和['甘泉县', '陕西省']相邻, 安塞区,610603000000, 甘泉县,610627000000
 ['安塞区', 610000, '陕西省']和['志丹县', '陕西省']相邻, 安塞区,610603000000, 志丹县,610625000000
 ['安塞区', 610000, '陕西省']和['靖边县', '陕西省']相邻, 安塞区,610603000000, 靖边县,610824000000
 ['延长县', 610000, '陕西省']和['宜川县', '陕西省']相邻, 延长县,610621000000, 宜川县,610630000000
 ['延长县', 610000, '陕西省']和['延川县', '陕西省']相邻, 延长县,610621000000, 延川县,610622000000
 ['延川县', 610000, '陕西省']和['子长市', '陕西省']相邻, 延川县,610622000000, 子长市,610681000000
 ['延川县', 610000, '陕西省']和['清涧县', '陕西省']相邻, 延川县,610622000000, 清涧县,610830000000
 ['志丹县', 610000, '陕西省']和['甘泉县', '陕西省']相邻, 志丹县,610625000000, 甘泉县,610627000000
 ['志丹县', 610000, '陕西省']和['富县', '陕西省']相邻, 志丹县,610625000000, 富县,610628000000
 ['志丹县', 610000, '陕西省']和['合水县', '甘肃省']相邻, 志丹县,610625000000, 合水县,621024000000
 ['志丹县', 610000, '陕西省']和['靖边县', '陕西省']相邻, 志丹县,610625000000, 靖边县,610824000000
 ['志丹县', 610000, '陕西省']和['华池县', '甘肃省']相邻, 志丹县,610625000000, 华池县,621023000000
 ['志丹县', 610000, '陕西省']和['吴起县', '陕西省']相邻, 志丹县,610625000000, 吴起县,610626000000
 ['吴起县', 610000, '陕西省']和['定边县', '陕西省']相邻, 吴起县,610626000000, 定边县,610825000000
 ['吴起县', 610000, '陕西省']和['华池县', '甘肃省']相邻, 吴起县,610626000000, 华池县,621023000000
 ['吴起县', 610000, '陕西省']和['靖边县', '陕西省']相邻, 吴起县,610626000000, 靖边县,610824000000
 ['甘泉县', 610000, '陕西省']和['富县', '陕西省']相邻, 甘泉县,610627000000, 富县,610628000000
 ['富县', 610000, '陕西省']和['黄陵县', '陕西省']相邻, 富县,610628000000, 黄陵县,610632000000
 ['富县', 610000, '陕西省']和['洛川县', '陕西省']相邻, 富县,610628000000, 洛川县,610629000000
 ['富县', 610000, '陕西省']和['合水县', '甘肃省']相邻, 富县,610628000000, 合水县,621024000000
 ['富县', 610000, '陕西省']和['宜川县', '陕西省']相邻, 富县,610628000000, 宜川县,610630000000
 ['富县', 610000, '陕西省']和['宁县', '甘肃省']相邻, 富县,610628000000, 宁县,621026000000
 ['洛川县', 610000, '陕西省']和['黄陵县', '陕西省']相邻, 洛川县,610629000000, 黄陵县,610632000000
 ['洛川县', 610000, '陕西省']和['黄龙县', '陕西省']相邻, 洛川县,610629000000, 黄龙县,610631000000
 ['洛川县', 610000, '陕西省']和['宜川县', '陕西省']相邻, 洛川县,610629000000, 宜川县,610630000000
 ['宜川县', 610000, '陕西省']和['黄龙县', '陕西省']相邻, 宜川县,610630000000, 黄龙县,610631000000
 ['黄陵县', 610000, '陕西省']和['宁县', '甘肃省']相邻, 黄陵县,610632000000, 宁县,621026000000
 ['黄陵县', 610000, '陕西省']和['正宁县', '甘肃省']相邻, 黄陵县,610632000000, 正宁县,621025000000
 ['子长市', 610000, '陕西省']和['清涧县', '陕西省']相邻, 子长市,610681000000, 清涧县,610830000000
 ['子长市', 610000, '陕西省']和['横山区', '陕西省']相邻, 子长市,610681000000, 横山区,610803000000
 ['子长市', 610000, '陕西省']和['靖边县', '陕西省']相邻, 子长市,610681000000, 靖边县,610824000000
 ['子长市', 610000, '陕西省']和['子洲县', '陕西省']相邻, 子长市,610681000000, 子洲县,610831000000
 ['汉台区', 610000, '陕西省']和['城固县', '陕西省']相邻, 汉台区,610702000000, 城固县,610722000000
 ['汉台区', 610000, '陕西省']和['留坝县', '陕西省']相邻, 汉台区,610702000000, 留坝县,610729000000
 ['汉台区', 610000, '陕西省']和['南郑区', '陕西省']相邻, 汉台区,610702000000, 南郑区,610703000000
 ['汉台区', 610000, '陕西省']和['勉县', '陕西省']相邻, 汉台区,610702000000, 勉县,610725000000
 ['南郑区', 610000, '陕西省']和['西乡县', '陕西省']相邻, 南郑区,610703000000, 西乡县,610724000000
 ['南郑区', 610000, '陕西省']和['城固县', '陕西省']相邻, 南郑区,610703000000, 城固县,610722000000
 ['南郑区', 610000, '陕西省']和['勉县', '陕西省']相邻, 南郑区,610703000000, 勉县,610725000000
 ['南郑区', 610000, '陕西省']和['宁强县', '陕西省']相邻, 南郑区,610703000000, 宁强县,610726000000
 ['城固县', 610000, '陕西省']和['留坝县', '陕西省']相邻, 城固县,610722000000, 留坝县,610729000000
 ['城固县', 610000, '陕西省']和['西乡县', '陕西省']相邻, 城固县,610722000000, 西乡县,610724000000
 ['城固县', 610000, '陕西省']和['洋县', '陕西省']相邻, 城固县,610722000000, 洋县,610723000000
 ['洋县', 610000, '陕西省']和['西乡县', '陕西省']相邻, 洋县,610723000000, 西乡县,610724000000
 ['洋县', 610000, '陕西省']和['佛坪县', '陕西省']相邻, 洋县,610723000000, 佛坪县,610730000000
 ['洋县', 610000, '陕西省']和['留坝县', '陕西省']相邻, 洋县,610723000000, 留坝县,610729000000
 ['洋县', 610000, '陕西省']和['石泉县', '陕西省']相邻, 洋县,610723000000, 石泉县,610922000000
 ['西乡县', 610000, '陕西省']和['汉阴县', '陕西省']相邻, 西乡县,610724000000, 汉阴县,610921000000
 ['西乡县', 610000, '陕西省']和['镇巴县', '陕西省']相邻, 西乡县,610724000000, 镇巴县,610728000000
 ['西乡县', 610000, '陕西省']和['石泉县', '陕西省']相邻, 西乡县,610724000000, 石泉县,610922000000
 ['勉县', 610000, '陕西省']和['宁强县', '陕西省']相邻, 勉县,610725000000, 宁强县,610726000000
 ['勉县', 610000, '陕西省']和['留坝县', '陕西省']相邻, 勉县,610725000000, 留坝县,610729000000
 ['勉县', 610000, '陕西省']和['略阳县', '陕西省']相邻, 勉县,610725000000, 略阳县,610727000000
 ['勉县', 610000, '陕西省']和['两当县', '甘肃省']相邻, 勉县,610725000000, 两当县,621228000000
 ['宁强县', 610000, '陕西省']和['康县', '甘肃省']相邻, 宁强县,610726000000, 康县,621224000000
 ['宁强县', 610000, '陕西省']和['武都区', '甘肃省']相邻, 宁强县,610726000000, 武都区,621202000000
 ['宁强县', 610000, '陕西省']和['略阳县', '陕西省']相邻, 宁强县,610726000000, 略阳县,610727000000
 ['略阳县', 610000, '陕西省']和['成县', '甘肃省']相邻, 略阳县,610727000000, 成县,621221000000
 ['略阳县', 610000, '陕西省']和['两当县', '甘肃省']相邻, 略阳县,610727000000, 两当县,621228000000
 ['略阳县', 610000, '陕西省']和['徽县', '甘肃省']相邻, 略阳县,610727000000, 徽县,621227000000
 ['镇巴县', 610000, '陕西省']和['汉阴县', '陕西省']相邻, 镇巴县,610728000000, 汉阴县,610921000000
 ['镇巴县', 610000, '陕西省']和['紫阳县', '陕西省']相邻, 镇巴县,610728000000, 紫阳县,610924000000
 ['佛坪县', 610000, '陕西省']和['宁陕县', '陕西省']相邻, 佛坪县,610730000000, 宁陕县,610923000000
 ['佛坪县', 610000, '陕西省']和['石泉县', '陕西省']相邻, 佛坪县,610730000000, 石泉县,610922000000
 ['榆阳区', 610000, '陕西省']和['米脂县', '陕西省']相邻, 榆阳区,610802000000, 米脂县,610827000000
 ['榆阳区', 610000, '陕西省']和['佳县', '陕西省']相邻, 榆阳区,610802000000, 佳县,610828000000
 ['横山区', 610000, '陕西省']和['子洲县', '陕西省']相邻, 横山区,610803000000, 子洲县,610831000000
 ['横山区', 610000, '陕西省']和['靖边县', '陕西省']相邻, 横山区,610803000000, 靖边县,610824000000
 ['府谷县', 610000, '陕西省']和['神木市', '陕西省']相邻, 府谷县,610822000000, 神木市,610881000000
 ['靖边县', 610000, '陕西省']和['定边县', '陕西省']相邻, 靖边县,610824000000, 定边县,610825000000
 ['定边县', 610000, '陕西省']和['华池县', '甘肃省']相邻, 定边县,610825000000, 华池县,621023000000
 ['定边县', 610000, '陕西省']和['盐池县', '宁夏回族自治区']相邻, 定边县,610825000000, 盐池县,640323000000
 ['定边县', 610000, '陕西省']和['环县', '甘肃省']相邻, 定边县,610825000000, 环县,621022000000
 ['绥德县', 610000, '陕西省']和['米脂县', '陕西省']相邻, 绥德县,610826000000, 米脂县,610827000000
 ['绥德县', 610000, '陕西省']和['子洲县', '陕西省']相邻, 绥德县,610826000000, 子洲县,610831000000
 ['绥德县', 610000, '陕西省']和['吴堡县', '陕西省']相邻, 绥德县,610826000000, 吴堡县,610829000000
 ['绥德县', 610000, '陕西省']和['清涧县', '陕西省']相邻, 绥德县,610826000000, 清涧县,610830000000
 ['绥德县', 610000, '陕西省']和['佳县', '陕西省']相邻, 绥德县,610826000000, 佳县,610828000000
 ['米脂县', 610000, '陕西省']和['子洲县', '陕西省']相邻, 米脂县,610827000000, 子洲县,610831000000
 ['米脂县', 610000, '陕西省']和['佳县', '陕西省']相邻, 米脂县,610827000000, 佳县,610828000000
 ['佳县', 610000, '陕西省']和['吴堡县', '陕西省']相邻, 佳县,610828000000, 吴堡县,610829000000
 ['佳县', 610000, '陕西省']和['神木市', '陕西省']相邻, 佳县,610828000000, 神木市,610881000000
 ['清涧县', 610000, '陕西省']和['子洲县', '陕西省']相邻, 清涧县,610830000000, 子洲县,610831000000
 ['汉滨区', 610000, '陕西省']和['平利县', '陕西省']相邻, 汉滨区,610902000000, 平利县,610926000000
 ['汉滨区', 610000, '陕西省']和['岚皋县', '陕西省']相邻, 汉滨区,610902000000, 岚皋县,610925000000
 ['汉滨区', 610000, '陕西省']和['旬阳县', '陕西省']相邻, 汉滨区,610902000000, 旬阳县,610981000000
 ['汉滨区', 610000, '陕西省']和['宁陕县', '陕西省']相邻, 汉滨区,610902000000, 宁陕县,610923000000
 ['汉滨区', 610000, '陕西省']和['汉阴县', '陕西省']相邻, 汉滨区,610902000000, 汉阴县,610921000000
 ['汉滨区', 610000, '陕西省']和['镇安县', '陕西省']相邻, 汉滨区,610902000000, 镇安县,611025000000
 ['汉滨区', 610000, '陕西省']和['紫阳县', '陕西省']相邻, 汉滨区,610902000000, 紫阳县,610924000000
 ['汉阴县', 610000, '陕西省']和['宁陕县', '陕西省']相邻, 汉阴县,610921000000, 宁陕县,610923000000
 ['汉阴县', 610000, '陕西省']和['紫阳县', '陕西省']相邻, 汉阴县,610921000000, 紫阳县,610924000000
 ['汉阴县', 610000, '陕西省']和['石泉县', '陕西省']相邻, 汉阴县,610921000000, 石泉县,610922000000
 ['石泉县', 610000, '陕西省']和['宁陕县', '陕西省']相邻, 石泉县,610922000000, 宁陕县,610923000000
 ['宁陕县', 610000, '陕西省']和['镇安县', '陕西省']相邻, 宁陕县,610923000000, 镇安县,611025000000
 ['宁陕县', 610000, '陕西省']和['柞水县', '陕西省']相邻, 宁陕县,610923000000, 柞水县,611026000000
 ['紫阳县', 610000, '陕西省']和['岚皋县', '陕西省']相邻, 紫阳县,610924000000, 岚皋县,610925000000
 ['岚皋县', 610000, '陕西省']和['平利县', '陕西省']相邻, 岚皋县,610925000000, 平利县,610926000000
 ['平利县', 610000, '陕西省']和['镇坪县', '陕西省']相邻, 平利县,610926000000, 镇坪县,610927000000
 ['平利县', 610000, '陕西省']和['旬阳县', '陕西省']相邻, 平利县,610926000000, 旬阳县,610981000000
 ['旬阳县', 610000, '陕西省']和['镇安县', '陕西省']相邻, 旬阳县,610981000000, 镇安县,611025000000
 ['旬阳县', 610000, '陕西省']和['白河县', '陕西省']相邻, 旬阳县,610981000000, 白河县,610929000000
 ['商州区', 610000, '陕西省']和['柞水县', '陕西省']相邻, 商州区,611002000000, 柞水县,611026000000
 ['商州区', 610000, '陕西省']和['丹凤县', '陕西省']相邻, 商州区,611002000000, 丹凤县,611022000000
 ['商州区', 610000, '陕西省']和['洛南县', '陕西省']相邻, 商州区,611002000000, 洛南县,611021000000
 ['商州区', 610000, '陕西省']和['山阳县', '陕西省']相邻, 商州区,611002000000, 山阳县,611024000000
 ['洛南县', 610000, '陕西省']和['丹凤县', '陕西省']相邻, 洛南县,611021000000, 丹凤县,611022000000
 ['丹凤县', 610000, '陕西省']和['山阳县', '陕西省']相邻, 丹凤县,611022000000, 山阳县,611024000000
 ['丹凤县', 610000, '陕西省']和['商南县', '陕西省']相邻, 丹凤县,611022000000, 商南县,611023000000
 ['商南县', 610000, '陕西省']和['山阳县', '陕西省']相邻, 商南县,611023000000, 山阳县,611024000000
 ['山阳县', 610000, '陕西省']和['柞水县', '陕西省']相邻, 山阳县,611024000000, 柞水县,611026000000
 ['山阳县', 610000, '陕西省']和['镇安县', '陕西省']相邻, 山阳县,611024000000, 镇安县,611025000000
 ['镇安县', 610000, '陕西省']和['柞水县', '陕西省']相邻, 镇安县,611025000000, 柞水县,611026000000
 ['城关区', 620000, '甘肃省']和['七里河区', '甘肃省']相邻, 城关区,620102000000, 七里河区,620103000000
 ['城关区', 620000, '甘肃省']和['皋兰县', '甘肃省']相邻, 城关区,620102000000, 皋兰县,620122000000
 ['城关区', 620000, '甘肃省']和['榆中县', '甘肃省']相邻, 城关区,620102000000, 榆中县,620123000000
 ['城关区', 620000, '甘肃省']和['安宁区', '甘肃省']相邻, 城关区,620102000000, 安宁区,620105000000
 ['七里河区', 620000, '甘肃省']和['西固区', '甘肃省']相邻, 七里河区,620103000000, 西固区,620104000000
 ['七里河区', 620000, '甘肃省']和['安宁区', '甘肃省']相邻, 七里河区,620103000000, 安宁区,620105000000
 ['七里河区', 620000, '甘肃省']和['榆中县', '甘肃省']相邻, 七里河区,620103000000, 榆中县,620123000000
 ['七里河区', 620000, '甘肃省']和['临洮县', '甘肃省']相邻, 七里河区,620103000000, 临洮县,621124000000
 ['七里河区', 620000, '甘肃省']和['永靖县', '甘肃省']相邻, 七里河区,620103000000, 永靖县,622923000000
 ['西固区', 620000, '甘肃省']和['永登县', '甘肃省']相邻, 西固区,620104000000, 永登县,620121000000
 ['西固区', 620000, '甘肃省']和['永靖县', '甘肃省']相邻, 西固区,620104000000, 永靖县,622923000000
 ['西固区', 620000, '甘肃省']和['红古区', '甘肃省']相邻, 西固区,620104000000, 红古区,620111000000
 ['西固区', 620000, '甘肃省']和['安宁区', '甘肃省']相邻, 西固区,620104000000, 安宁区,620105000000
 ['西固区', 620000, '甘肃省']和['皋兰县', '甘肃省']相邻, 西固区,620104000000, 皋兰县,620122000000
 ['安宁区', 620000, '甘肃省']和['皋兰县', '甘肃省']相邻, 安宁区,620105000000, 皋兰县,620122000000
 ['红古区', 620000, '甘肃省']和['永登县', '甘肃省']相邻, 红古区,620111000000, 永登县,620121000000
 ['红古区', 620000, '甘肃省']和['永靖县', '甘肃省']相邻, 红古区,620111000000, 永靖县,622923000000
 ['红古区', 620000, '甘肃省']和['民和回族土族自治县', '青海省']相邻, 红古区,620111000000, 民和回族土族自治县,630222000000
 ['永登县', 620000, '甘肃省']和['民和回族土族自治县', '青海省']相邻, 永登县,620121000000, 民和回族土族自治县,630222000000
 ['永登县', 620000, '甘肃省']和['皋兰县', '甘肃省']相邻, 永登县,620121000000, 皋兰县,620122000000
 ['永登县', 620000, '甘肃省']和['景泰县', '甘肃省']相邻, 永登县,620121000000, 景泰县,620423000000
 ['永登县', 620000, '甘肃省']和['乐都区', '青海省']相邻, 永登县,620121000000, 乐都区,630202000000
 ['永登县', 620000, '甘肃省']和['互助土族自治县', '青海省']相邻, 永登县,620121000000, 互助土族自治县,630223000000
 ['皋兰县', 620000, '甘肃省']和['白银区', '甘肃省']相邻, 皋兰县,620122000000, 白银区,620402000000
 ['皋兰县', 620000, '甘肃省']和['榆中县', '甘肃省']相邻, 皋兰县,620122000000, 榆中县,620123000000
 ['皋兰县', 620000, '甘肃省']和['景泰县', '甘肃省']相邻, 皋兰县,620122000000, 景泰县,620423000000
 ['榆中县', 620000, '甘肃省']和['靖远县', '甘肃省']相邻, 榆中县,620123000000, 靖远县,620421000000
 ['榆中县', 620000, '甘肃省']和['临洮县', '甘肃省']相邻, 榆中县,620123000000, 临洮县,621124000000
 ['榆中县', 620000, '甘肃省']和['会宁县', '甘肃省']相邻, 榆中县,620123000000, 会宁县,620422000000
 ['榆中县', 620000, '甘肃省']和['安定区', '甘肃省']相邻, 榆中县,620123000000, 安定区,621102000000
 ['榆中县', 620000, '甘肃省']和['白银区', '甘肃省']相邻, 榆中县,620123000000, 白银区,620402000000
 ['嘉峪关市', 620000, '甘肃省']和['玉门市', '甘肃省']相邻, 嘉峪关市,620200000000, 玉门市,620981000000
 ['嘉峪关市', 620000, '甘肃省']和['肃州区', '甘肃省']相邻, 嘉峪关市,620200000000, 肃州区,620902000000
 ['嘉峪关市', 620000, '甘肃省']和['肃南裕固族自治县', '甘肃省']相邻, 嘉峪关市,620200000000, 肃南裕固族自治县,620721000000
 ['嘉峪关市', 620000, '甘肃省']和['金塔县', '甘肃省']相邻, 嘉峪关市,620200000000, 金塔县,620921000000
 ['金川区', 620000, '甘肃省']和['民勤县', '甘肃省']相邻, 金川区,620302000000, 民勤县,620621000000
 ['金川区', 620000, '甘肃省']和['永昌县', '甘肃省']相邻, 金川区,620302000000, 永昌县,620321000000
 ['金川区', 620000, '甘肃省']和['山丹县', '甘肃省']相邻, 金川区,620302000000, 山丹县,620725000000
 ['永昌县', 620000, '甘肃省']和['民勤县', '甘肃省']相邻, 永昌县,620321000000, 民勤县,620621000000
 ['永昌县', 620000, '甘肃省']和['凉州区', '甘肃省']相邻, 永昌县,620321000000, 凉州区,620602000000
 ['永昌县', 620000, '甘肃省']和['肃南裕固族自治县', '甘肃省']相邻, 永昌县,620321000000, 肃南裕固族自治县,620721000000
 ['永昌县', 620000, '甘肃省']和['山丹县', '甘肃省']相邻, 永昌县,620321000000, 山丹县,620725000000
 ['白银区', 620000, '甘肃省']和['靖远县', '甘肃省']相邻, 白银区,620402000000, 靖远县,620421000000
 ['白银区', 620000, '甘肃省']和['景泰县', '甘肃省']相邻, 白银区,620402000000, 景泰县,620423000000
 ['平川区', 620000, '甘肃省']和['沙坡头区', '宁夏回族自治区']相邻, 平川区,620403000000, 沙坡头区,640502000000
 ['平川区', 620000, '甘肃省']和['景泰县', '甘肃省']相邻, 平川区,620403000000, 景泰县,620423000000
 ['平川区', 620000, '甘肃省']和['海原县', '宁夏回族自治区']相邻, 平川区,620403000000, 海原县,640522000000
 ['平川区', 620000, '甘肃省']和['会宁县', '甘肃省']相邻, 平川区,620403000000, 会宁县,620422000000
 ['靖远县', 620000, '甘肃省']和['景泰县', '甘肃省']相邻, 靖远县,620421000000, 景泰县,620423000000
 ['靖远县', 620000, '甘肃省']和['会宁县', '甘肃省']相邻, 靖远县,620421000000, 会宁县,620422000000
 ['靖远县', 620000, '甘肃省']和['海原县', '宁夏回族自治区']相邻, 靖远县,620421000000, 海原县,640522000000
 ['会宁县', 620000, '甘肃省']和['静宁县', '甘肃省']相邻, 会宁县,620422000000, 静宁县,620826000000
 ['会宁县', 620000, '甘肃省']和['西吉县', '宁夏回族自治区']相邻, 会宁县,620422000000, 西吉县,640422000000
 ['会宁县', 620000, '甘肃省']和['通渭县', '甘肃省']相邻, 会宁县,620422000000, 通渭县,621121000000
 ['会宁县', 620000, '甘肃省']和['安定区', '甘肃省']相邻, 会宁县,620422000000, 安定区,621102000000
 ['会宁县', 620000, '甘肃省']和['海原县', '宁夏回族自治区']相邻, 会宁县,620422000000, 海原县,640522000000
 ['景泰县', 620000, '甘肃省']和['沙坡头区', '宁夏回族自治区']相邻, 景泰县,620423000000, 沙坡头区,640502000000
 ['景泰县', 620000, '甘肃省']和['古浪县', '甘肃省']相邻, 景泰县,620423000000, 古浪县,620622000000
 ['景泰县', 620000, '甘肃省']和['天祝藏族自治县', '甘肃省']相邻, 景泰县,620423000000, 天祝藏族自治县,620623000000
 ['秦州区', 620000, '甘肃省']和['西和县', '甘肃省']相邻, 秦州区,620502000000, 西和县,621225000000
 ['秦州区', 620000, '甘肃省']和['徽县', '甘肃省']相邻, 秦州区,620502000000, 徽县,621227000000
 ['秦州区', 620000, '甘肃省']和['麦积区', '甘肃省']相邻, 秦州区,620502000000, 麦积区,620503000000
 ['秦州区', 620000, '甘肃省']和['礼县', '甘肃省']相邻, 秦州区,620502000000, 礼县,621226000000
 ['秦州区', 620000, '甘肃省']和['甘谷县', '甘肃省']相邻, 秦州区,620502000000, 甘谷县,620523000000
 ['麦积区', 620000, '甘肃省']和['两当县', '甘肃省']相邻, 麦积区,620503000000, 两当县,621228000000
 ['麦积区', 620000, '甘肃省']和['清水县', '甘肃省']相邻, 麦积区,620503000000, 清水县,620521000000
 ['麦积区', 620000, '甘肃省']和['甘谷县', '甘肃省']相邻, 麦积区,620503000000, 甘谷县,620523000000
 ['麦积区', 620000, '甘肃省']和['徽县', '甘肃省']相邻, 麦积区,620503000000, 徽县,621227000000
 ['麦积区', 620000, '甘肃省']和['秦安县', '甘肃省']相邻, 麦积区,620503000000, 秦安县,620522000000
 ['清水县', 620000, '甘肃省']和['张家川回族自治县', '甘肃省']相邻, 清水县,620521000000, 张家川回族自治县,620525000000
 ['清水县', 620000, '甘肃省']和['秦安县', '甘肃省']相邻, 清水县,620521000000, 秦安县,620522000000
 ['秦安县', 620000, '甘肃省']和['通渭县', '甘肃省']相邻, 秦安县,620522000000, 通渭县,621121000000
 ['秦安县', 620000, '甘肃省']和['静宁县', '甘肃省']相邻, 秦安县,620522000000, 静宁县,620826000000
 ['秦安县', 620000, '甘肃省']和['甘谷县', '甘肃省']相邻, 秦安县,620522000000, 甘谷县,620523000000
 ['秦安县', 620000, '甘肃省']和['张家川回族自治县', '甘肃省']相邻, 秦安县,620522000000, 张家川回族自治县,620525000000
 ['秦安县', 620000, '甘肃省']和['庄浪县', '甘肃省']相邻, 秦安县,620522000000, 庄浪县,620825000000
 ['甘谷县', 620000, '甘肃省']和['礼县', '甘肃省']相邻, 甘谷县,620523000000, 礼县,621226000000
 ['甘谷县', 620000, '甘肃省']和['武山县', '甘肃省']相邻, 甘谷县,620523000000, 武山县,620524000000
 ['甘谷县', 620000, '甘肃省']和['通渭县', '甘肃省']相邻, 甘谷县,620523000000, 通渭县,621121000000
 ['武山县', 620000, '甘肃省']和['岷县', '甘肃省']相邻, 武山县,620524000000, 岷县,621126000000
 ['武山县', 620000, '甘肃省']和['漳县', '甘肃省']相邻, 武山县,620524000000, 漳县,621125000000
 ['武山县', 620000, '甘肃省']和['礼县', '甘肃省']相邻, 武山县,620524000000, 礼县,621226000000
 ['武山县', 620000, '甘肃省']和['通渭县', '甘肃省']相邻, 武山县,620524000000, 通渭县,621121000000
 ['武山县', 620000, '甘肃省']和['陇西县', '甘肃省']相邻, 武山县,620524000000, 陇西县,621122000000
 ['张家川回族自治县', 620000, '甘肃省']和['华亭市', '甘肃省']相邻, 张家川回族自治县,620525000000, 华亭市,620881000000
 ['张家川回族自治县', 620000, '甘肃省']和['庄浪县', '甘肃省']相邻, 张家川回族自治县,620525000000, 庄浪县,620825000000
 ['凉州区', 620000, '甘肃省']和['民勤县', '甘肃省']相邻, 凉州区,620602000000, 民勤县,620621000000
 ['凉州区', 620000, '甘肃省']和['古浪县', '甘肃省']相邻, 凉州区,620602000000, 古浪县,620622000000
 ['凉州区', 620000, '甘肃省']和['肃南裕固族自治县', '甘肃省']相邻, 凉州区,620602000000, 肃南裕固族自治县,620721000000
 ['凉州区', 620000, '甘肃省']和['天祝藏族自治县', '甘肃省']相邻, 凉州区,620602000000, 天祝藏族自治县,620623000000
 ['古浪县', 620000, '甘肃省']和['天祝藏族自治县', '甘肃省']相邻, 古浪县,620622000000, 天祝藏族自治县,620623000000
 ['天祝藏族自治县', 620000, '甘肃省']和['门源回族自治县', '青海省']相邻, 天祝藏族自治县,620623000000, 门源回族自治县,632221000000
 ['天祝藏族自治县', 620000, '甘肃省']和['乐都区', '青海省']相邻, 天祝藏族自治县,620623000000, 乐都区,630202000000
 ['天祝藏族自治县', 620000, '甘肃省']和['肃南裕固族自治县', '甘肃省']相邻, 天祝藏族自治县,620623000000, 肃南裕固族自治县,620721000000
 ['天祝藏族自治县', 620000, '甘肃省']和['互助土族自治县', '青海省']相邻, 天祝藏族自治县,620623000000, 互助土族自治县,630223000000
 ['甘州区', 620000, '甘肃省']和['临泽县', '甘肃省']相邻, 甘州区,620702000000, 临泽县,620723000000
